"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210887","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",0.0427292621367297,7.89733033545432,0.215005742767419,0.833602508501676,0.951814297183906,-6.50356405437185
"2","17210984","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",0.114299128458036,8.66351715583246,0.687436004919495,0.505703090853184,0.814372773906176,-6.28153797374826
"3","17211000","Rrs1","59014","ribosome biogenesis regulator 1",-0.180230316737431,5.52935197275634,-0.542460562947569,0.598059912318131,0.856888902154725,-6.37337623043403
"4","17211131","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.0212159606268543,8.78830145129257,0.130970167593273,0.898106640975657,0.970508492525805,-6.5190147831082
"5","17211174","A830018L16Rik","320492","RIKEN cDNA A830018L16 gene",-1.40624459199353,5.09580817057072,-4.22563359577578,0.00134796689789249,0.0506666538291698,-0.902596741469146
"6","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",-0.125835533545737,6.23830917614575,-0.679285072016555,0.510661668770799,0.816745356882817,-6.28723396528284
"7","17211286","Ly96","17087","lymphocyte antigen 96",-0.434692993124211,8.43903441373474,-1.08801731245604,0.299298255257543,0.658735414740315,-5.92887363713864
"8","17211396","Tmem14a","75712","transmembrane protein 14A",0.0132420114380647,3.49858401007631,0.0461774153428594,0.963976614077322,0.987222843354713,-6.52701311066613
"9","17211405","Gsta3","14859","glutathione S-transferase, alpha 3",0.048884264014676,4.86711900598082,0.131710312795526,0.897534418557322,0.97028996178394,-6.51891132820829
"10","17211700","Imp4","27993","IMP4, U3 small nucleolar ribonucleoprotein",-0.129599948107433,8.60090331368295,-0.969917463213187,0.352434685932085,0.704469258867318,-6.04702019356694
"11","17211713","Ptpn18","19253","protein tyrosine phosphatase, non-receptor type 18",0.383460267972159,4.54839030979131,1.83007686330405,0.0937802673834408,0.408055198664727,-4.96991563986081
"12","17211774","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",0.0769483792633983,7.28708916065476,0.447807009333293,0.662774746924154,0.889841969637183,-6.42223587008383
"13","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.58726673899247,7.71911374788877,2.83958195578213,0.0157434450277412,0.179765441174511,-3.30822856155517
"14","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",0.430033984908271,4.73780688747631,0.894276067695576,0.389864920780104,0.736256526076108,-6.11667462533
"15","17211822","Cnnm4","94220","cyclin M4",-0.133966952573488,4.97763894160967,-0.586526478529789,0.569078714633455,0.847662325309289,-6.34760724755666
"16","17211832","Cnnm3","94218","cyclin M3",0.221018656849304,5.67686230727688,1.45633924114782,0.172575509107691,0.52912552408441,-5.49440294197744
"17","17211850","Cox5b","12859","cytochrome c oxidase subunit 5B",-0.356447537373925,4.91606663458306,-1.47410087314108,0.167819689370666,0.523354886694397,-5.47119307605076
"18","17211857","4933424G06Rik","71166","RIKEN cDNA 4933424G06 gene",0.396908264460199,2.09012022973523,1.19380523422864,0.257067153121498,0.617951871895435,-5.81384167625912
"19","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",0.25512150553708,2.75015709477082,1.09210443547222,0.297573718155842,0.65734739106946,-5.92458705960546
"20","17211990","Lipt1","623661","lipoyltransferase 1",-0.240258799212924,5.84482574712625,-1.23665308190984,0.241356406472857,0.597948763739953,-5.76490397047507
"21","17212018","Eif5b","226982","eukaryotic translation initiation factor 5B",-0.0612411301885807,6.16688809896978,-0.410783006959163,0.688930647877848,0.898370365743151,-6.43889876377732
"22","17212087","Npas2","18143","neuronal PAS domain protein 2",0.00149726118462556,4.33277556010315,0.006887453231987,0.994625007862296,0.997663969506201,-6.52812415157153
